14.09.2020|17:48:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:46:41*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:44:54*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:43:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:43:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:34:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:33:41*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:29:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:24:43*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:16:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:16:06*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:14:44*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:13:05*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:12:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:11:45*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:11:28*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:10:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:10:34*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:08:57*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:08:29*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:08:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:08:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:07:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:04:42*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:04:23*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:03:50*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:03:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:03:07*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:02:25*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:02:06*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:01:50*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
14.09.2020|17:01:01*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
