16.12.2020|17:47:59*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:46:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:45:05*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:44:33*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:42:45*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
16.12.2020|17:40:24*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:38:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:36:09*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:35:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:34:44*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:34:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:33:30*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:31:07*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:29:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:29:16*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
16.12.2020|17:26:27*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
16.12.2020|17:26:27*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
16.12.2020|17:26:26*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
16.12.2020|17:25:36*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
16.12.2020|17:25:36*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
16.12.2020|17:25:16*+#+*mh*+#+*1*+#+*Baustein-DB10*+#+*
