12.09.2020|21:16:47*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:16:15*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:15:01*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:11:22*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:10:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:08:58*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:08:29*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:08:13*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:07:35*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:06:51*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:06:11*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:05:16*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:04:39*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:03:53*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:02:29*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|21:01:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:57:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:55:48*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:54:54*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:52:46*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:49:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:48:13*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:46:28*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:45:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:44:17*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:38:30*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:36:37*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:36:14*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:35:03*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:30:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:29:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:27:59*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:26:59*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:25:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:20:10*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:18:00*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:13:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:12:47*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:06:06*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:02:43*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|20:00:33*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:58:22*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:56:08*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:52:03*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:49:49*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:49:01*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:46:26*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:41:04*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:39:58*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:39:14*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:33:20*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:31:36*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:26:18*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
12.09.2020|19:23:53*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
