04.10.2020|17:50:47*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
04.10.2020|17:49:54*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
04.10.2020|17:49:12*+#+*mh*+#+*1*+#+*Baustein-FB11*+#+*
04.10.2020|17:49:12*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
04.10.2020|17:48:31*+#+*mh*+#+*1*+#+*Baustein-DB2*+#+*
04.10.2020|17:41:09*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
04.10.2020|17:37:17*+#+*mh*+#+*1*+#+*Baustein-FB10*+#+*
04.10.2020|17:36:32*+#+*mh*+#+*1*+#+*Baustein-OB1*+#+*
04.10.2020|17:36:13*+#+*mh*+#+*1*+#+*Baustein-DB1*+#+*
